Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
1-Grading.txt,1,442,77.58,88.09,46.57,51.6,20.09,23.08,91.4,66.97,54.75,11.31,8.6,1.58,0.45,5.88,0,0.45,2.71,14.93,8.37,0.68,16.74,9.05,3.62,6.56,1.13,14.48,5.88,3.62,4.07,1.13,2.49,0.45,14.71,0.45,14.25,3.85,1.81,2.26,3.85,0.45,3.85,0,3.39,2.71,0.68,0.23,0,0,0,0,0,0,14.93,4.75,0.68,0,0.23,0.68,2.71,9.73,0,0,0,0,0.68,0.23,0,0.45,10.18,0,0,9.95,0.23,0,0.45,0.45,0.23,0,0,0,0,0,0,0.9,0,0.23,0.68,0.9,0,0.23,0.23,0,4.75,6.79,0.68,0.9,4.98,0.23,0,0.23,4.75,1.58,4.07,2.94,0.23,0.23,0,0,0,8.82,4.98,2.26,0,0,0,1.58,0
10-Grading.txt,1,268,95.06,68.39,23.72,20.23,22.33,19.78,90.3,64.55,52.61,6.34,5.97,0.37,0,2.99,0,1.12,0.37,17.91,10.07,1.49,18.28,8.58,1.49,4.85,1.87,15.3,2.61,5.6,4.48,0,2.99,1.49,12.69,2.24,10.45,1.49,1.87,2.99,2.99,1.49,3.36,0,2.24,1.12,1.12,0.75,0.37,0,0,0,0,0,11.19,3.73,0,0.37,0.75,0,1.49,7.46,0,0,0,0,0,0,0,0,12.69,0,0,11.57,1.12,0,0.37,0.37,0.37,0,0,0,0,0,0,0,0.37,0.75,1.12,1.49,0,0.75,1.12,0,4.85,5.6,0.75,0.75,4.1,0,0,0,7.09,5.97,1.87,2.61,0,0,0,0,0,11.19,4.48,3.36,0,0,0.37,2.99,0
102-Grading.txt,1,35,85.07,24.76,24.32,20.23,11.67,17.14,82.86,62.86,45.71,0,0,0,0,0,0,0,0,14.29,11.43,2.86,11.43,17.14,2.86,2.86,2.86,31.43,2.86,5.71,2.86,0,0,2.86,5.71,0,5.71,0,2.86,2.86,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,8.57,5.71,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,2.86,5.71,0,2.86,2.86,0,0,0,8.57,8.57,8.57,2.86,0,0,0,0,0,11.43,8.57,2.86,0,0,0,0,0
103-Grading.txt,1,118,51.39,60.23,12.81,20.23,16.86,18.64,87.29,69.49,55.08,7.63,7.63,1.69,0,5.93,0,0,0,16.95,9.32,3.39,10.17,17.8,2.54,3.39,4.24,27.12,5.08,4.24,3.39,0,0,3.39,18.64,0.85,17.8,5.93,4.24,3.39,2.54,1.69,2.54,0.85,0,0,0,0,0,0,0,0,0,0,13.56,7.63,0,3.39,0,0.85,1.69,5.93,0,0,0,0,0,0,0,0,6.78,0,0,6.78,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0.85,0.85,0,0,0,0,0,1.69,3.39,0,0.85,2.54,0.85,0,0,1.69,6.78,3.39,5.08,0,0,0,0,0,22.88,6.78,5.93,0,0.85,1.69,7.63,0
108-Grading.txt,1,30,97.77,22.56,19.26,20.23,30,16.67,90,66.67,46.67,3.33,3.33,0,0,0,0,0,0,10,10,0,20,10,3.33,0,3.33,23.33,3.33,3.33,6.67,0,3.33,3.33,16.67,0,16.67,0,6.67,0,3.33,0,6.67,0,0,0,0,0,0,0,0,0,0,0,16.67,6.67,0,0,0,3.33,0,6.67,0,0,0,0,0,0,0,0,13.33,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,3.33,0,0,3.33,0,0,0,3.33,10,3.33,3.33,0,0,0,0,0,13.33,6.67,0,0,0,0,6.67,0
11-Grading.txt,1,202,80.02,76.36,6.8,42.21,13.47,21.78,86.63,59.9,51.49,7.43,5.94,0.5,0.5,3.96,0,0.99,1.49,16.83,8.91,0.5,14.36,9.9,3.47,5.94,1.98,14.85,3.47,2.97,2.97,0.5,0.5,1.98,8.42,1.49,6.93,1.49,0.5,1.49,1.98,0,2.48,0,2.48,1.98,0.5,0.99,0.99,0,0,0,0,0,10.89,3.96,0,0,0,0.5,0.99,6.93,0,0,0,0,1.49,0,0,1.49,16.34,0,0.5,15.35,0.5,0,0.99,0.5,0.5,0,0,0,0,0,0.5,1.49,0,1.49,0.5,0.5,0,0,0,0,2.97,5.94,0.5,0.99,4.46,0,0,0,1.49,3.47,3.96,3.47,0,0,0,0,0,12.38,7.43,2.97,0,0,0,1.98,0
111-Grading.txt,1,28,76.24,21.49,8.95,75.77,14,32.14,85.71,75,53.57,3.57,3.57,0,0,3.57,0,0,0,10.71,7.14,3.57,14.29,14.29,0,7.14,3.57,28.57,3.57,3.57,0,0,0,0,21.43,0,21.43,0,3.57,7.14,3.57,7.14,7.14,0,3.57,3.57,0,0,0,0,0,0,0,0,7.14,3.57,0,0,0,0,3.57,3.57,0,0,0,0,0,0,0,0,3.57,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,3.57,0,3.57,7.14,0,0,7.14,0,0,0,3.57,3.57,0,3.57,0,0,0,0,0,10.71,7.14,3.57,0,0,0,0,0
112-Grading.txt,1,90,99,66.21,63.35,20.23,22.5,26.67,83.33,64.44,46.67,1.11,1.11,0,0,0,0,0,0,17.78,17.78,1.11,16.67,7.78,2.22,3.33,0,14.44,10,4.44,0,0,0,0,11.11,0,11.11,3.33,4.44,0,1.11,0,1.11,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,8.89,0,0,8.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,1.11,8.89,0,0,8.89,0,0,0,6.67,3.33,1.11,3.33,0,0,0,0,0,15.56,4.44,2.22,0,0,0,8.89,0
113-Grading.txt,1,74,92.78,25.5,13.97,20.23,24.67,20.27,87.84,60.81,48.65,4.05,0,0,0,0,0,0,4.05,16.22,10.81,0,14.86,14.86,1.35,1.35,1.35,21.62,5.41,1.35,2.7,0,0,2.7,17.57,0,17.57,2.7,8.11,4.05,4.05,2.7,4.05,0,0,0,0,0,0,0,0,0,0,0,5.41,1.35,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,12.16,0,0,12.16,0,0,0,0,0,0,0,0,0,0,0,2.7,0,2.7,0,0,0,0,0,0,2.7,5.41,0,0,5.41,0,0,0,4.05,5.41,2.7,4.05,0,0,0,0,0,10.81,4.05,1.35,0,0,0,5.41,0
114-Grading.txt,1,32,78.28,23.51,5.64,20.23,16,34.38,84.38,75,56.25,3.13,3.13,0,0,3.13,0,0,0,12.5,6.25,3.13,15.63,12.5,3.13,6.25,3.13,28.13,3.13,3.13,0,0,0,0,21.88,0,21.88,0,3.13,6.25,6.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,9.38,6.25,0,0,0,0,3.13,3.13,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,0,0,0,3.13,0,3.13,9.38,0,0,9.38,0,0,0,0,6.25,0,3.13,0,0,0,0,0,9.38,6.25,3.13,0,0,0,0,0
